strategy,hours,trades,trade_rate,hit_rate,avg_gross_pnl_eur_mwh,avg_net_pnl_eur_mwh,total_net_pnl_eur_per_mw_clip,sharpe_like_per_trade,hit_rate_z_stat,net_pnl_t_stat
xgboost_wind_residual_signal,8615,771,0.08949506674405107,0.543450064850843,2.311491569390403,1.811491569390403,1396.6600000000008,0.03839685777620769,2.4129460603198236,1.0661612015748618
public_smard_forecast_ramp_signal,8615,7400,0.8589669181659896,0.8012162162162162,21.29084324324324,20.79084324324324,153852.24,0.5462610793173289,51.82319735199463,46.99115485013436
