loss_diff_observations,loss_diff_mean_mw,loss_diff_skill_pct,newey_west_max_lag,newey_west_loss_diff_se_mw,newey_west_loss_diff_t_stat,newey_west_loss_diff_ci_95_lower_mw,newey_west_loss_diff_ci_95_upper_mw,newey_west_skill_ci_95_lower_pct,newey_west_skill_ci_95_upper_pct,delivery_day_block_count,day_block_bootstrap_repetitions,day_block_bootstrap_loss_diff_ci_95_lower_mw,day_block_bootstrap_loss_diff_ci_95_upper_mw,day_block_bootstrap_skill_ci_95_lower_pct,day_block_bootstrap_skill_ci_95_upper_pct,xgboost_fold_wins,fold_count,mean_fold_skill_pct,best_fold,best_fold_skill_pct,worst_fold,worst_fold_skill_pct
8615,4.7668049111016435,0.34307358946561106,24,23.079970954022727,0.20653426820152962,-40.46910692301345,50.00271674521674,-2.9126179974789794,3.598765176410202,359,2000,-40.9140579724787,50.27165314662761,-2.9446417443122135,3.618120903839934,7,12,-0.48750155972967274,6,13.296215111995052,4,-26.44499382555012
